id,name,description
104,Ajmeri Jama Masjid Matihani,"Ajmeri Jama Masjid Matihani is a well-known location, located at JR9P+WJ9, mataihaanaii 45700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
105,Akala Devi,"Akala Devi is a well-known location, located at V34Q+VP4, Machedi Rd, daedagaauà¤, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
106,Akala Devi temple,"Akala Devi temple is a well-known location, located at V35C+Q73, D2, daedagaauà¤, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
107,Akaladevi Mandir akalaadaewaii manadaira,"Akaladevi Mandir akalaadaewaii manadaira is a well-known location, located at 5C6Q+3G9, daumarae-baesaishahara-chaamae raajamaaraga, bhaotaeodaara 33600, naepaala. It offers a variety of experiences for visitors."
108,Akase padhera,"Akase padhera is a well-known location, located at 967Q+9M, naramadaeshawaora 56100, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors."
109,Akmal mahira,"Akmal mahira is a well-known location, located at CHXG+RRP, gaowainadapaura 56600, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
110,Akolawa,"Akolawa is a well-known location, located at R65X+FH4, akaolawaa 44500, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
111,Akshayeshwor Mahabihar,"Akshayeshwor Mahabihar is a well-known location, located at nan. It is known for being a  Archaeological Site. It offers a variety of experiences for visitors."
112,Al salfiya zama mosque,"Al salfiya zama mosque is a well-known location, located at 2FWQ+5R6, Nayabazar Rd, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors. Al salfiya zama mosque is a well-known location, located at 2FWQ+5R6, Nayabazar Rd, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors. Al salfiya zama mosque is a well-known location, located at 2FWQ+5R6, Nayabazar Rd, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors. Al salfiya zama mosque is a well-known location, located at 2FWQ+5R6, Nayabazar Rd, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors. Al salfiya zama mosque is a well-known location, located at 2FWQ+5R6, Nayabazar Rd, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors. Al salfiya zama mosque is a well-known location, located at 2FWQ+5R6, Nayabazar Rd, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors. Al salfiya zama mosque is a well-known location, located at 2FWQ+5R6, Nayabazar Rd, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors. Al salfiya zama mosque is a well-known location, located at 2FWQ+5R6, Nayabazar Rd, ghaoraahaii 22400, naepaala. It offers a variety of experiences for visitors. Al Salfiya Zama Mosque located at Nayabazar Road of Ghorahi,Dang .Beside of Mosque there is Muslim School for study and prayer of Muslim and Islam. The school name called Madarsa Darul Huda Al-Safiya Secondary School. Mosque and Muslim School for prayers and study of Muslim and Islam. School is named as Madarsa Darul Huda Al-safiya Secondary School. Peaceful place where we muslims worship Allah the (god) It is the place where all Muslim  pray n workship Mosque at the center of Ghorahi City Nice Good Beautiful"
113,Al-Jamiatul Hanafiatul Ghausia Mosque,"Al-Jamiatul Hanafiatul Ghausia Mosque is a well-known location, located at PWHG+X28, jaanakaii mamdaira maaraga, janakapaura 45600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
114,Alchhe Dhunga alachhae dhaumgaa,"Alchhe Dhunga alachhae dhaumgaa is a well-known location, located at 6QGR+8JJ, daikataela 56200, naepaala. It offers a variety of experiences for visitors."
115,Ali Gallery,"Ali Gallery is a well-known location, located at Hatiya,kapda line, raajawairaaja 56400, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
116,Aliganj Masjid,"Aliganj Masjid is a well-known location, located at X6FR+28W, kataharaiyaa 44500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
117,Alita place,"Alita place is a well-known location, located at 3MHJ+6H8, payauuthaana 22300, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
118,All Nation Mission Center,"All Nation Mission Center is a well-known location, located at MVGJ+72R Nawa Jiwan Toll, Domukha Rd, shaiwasataakashaii 10, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
119,Allau Jame Masjid,"Allau Jame Masjid is a well-known location, located at waiiraganyaja 44300, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
120,Alpha Church,"Alpha Church is a well-known location, located at J5H4+8P, lamakaii chauhaa, naepaala. It offers a variety of experiences for visitors."
121,AmaChhodingmo,"AmaChhodingmo is a well-known location, located at 75XQ+XXX, gatalaanga 45000, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
122,Amaare chautara -(amaarae chaautaaraa ),"Amaare chautara -(amaarae chaautaaraa ) is a well-known location, located at 3QJQ+XCH, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors."
123,Aman Playground,"Aman Playground is a well-known location, located at RRM6+32, raamagaopaalapaura 45700, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
124,Amar fish shop,"Amar fish shop is a well-known location, located at JHRV+G4P, Khaireni - Suryapura Road, daewadaha nagarapaalaikaa 32900, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
125,"Amaragadhi Park, Dadeldhura","Amaragadhi Park, Dadeldhura is a well-known location, located at 7HRX+W85, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors. Amaragadhi Park, Dadeldhura is a well-known location, located at 7HRX+W85, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors. Amaragadhi Park, Dadeldhura is a well-known location, located at 7HRX+W85, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors. Amaragadhi Park, Dadeldhura is a well-known location, located at 7HRX+W85, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors. Amaragadhi Park, Dadeldhura is a well-known location, located at 7HRX+W85, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors. Amaragadhi Park, Dadeldhura is a well-known location, located at 7HRX+W85, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors. Amaragadhi Park, Dadeldhura is a well-known location, located at 7HRX+W85, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors. Amaragadhi Park, Dadeldhura is a well-known location, located at 7HRX+W85, amaragadhaii 10300, naepaala. It offers a variety of experiences for visitors. ð”¸ð•žð•’ð•£ð•˜ð•’ð••ð•™ð•š ð•¡ð•’ð•£ð•œ 3 ð•ªð•–ð•’ð•£ð•¤ ð•’ð•˜ð•  ðŸ¥° â€¦ Wow, nice and beautiful place full of natural beauty.  Pine tree, smooth air with natural relaxing environments, birds, view etc. Makes the place wsom. I have been visiting this place about 4..5 years ago with my friends. Dadeldhura is one of my favs. Place where I have been finished, my 10 class. I lived, enjoyed and made a lot of friends so that this place has a lot of mameory, and love. Nic park...â¤ï¸â¤ï¸ Best place to visit My dear Dadeldhura â£ï¸Nepal Gajjavkae Park"
126,Amarhaat Zoo,"Amarhaat Zoo is a well-known location, located at R7JR+F9M, dharaana 56700, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors."
127,Ambakdanda,"Ambakdanda is a well-known location, located at Phikkal 2, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
128,"Ambassa, Entry Point of Bardiya National Park","Ambassa, Entry Point of Bardiya National Park is a well-known location, located at G86G+924, naeulaapaura 21800, naepaala. It offers a variety of experiences for visitors. Ambassa, Entry Point of Bardiya National Park is a well-known location, located at G86G+924, naeulaapaura 21800, naepaala. It offers a variety of experiences for visitors. Ambassa, Entry Point of Bardiya National Park is a well-known location, located at G86G+924, naeulaapaura 21800, naepaala. It offers a variety of experiences for visitors. Ambassa, Entry Point of Bardiya National Park is a well-known location, located at G86G+924, naeulaapaura 21800, naepaala. It offers a variety of experiences for visitors. Ambassa, Entry Point of Bardiya National Park is a well-known location, located at G86G+924, naeulaapaura 21800, naepaala. It offers a variety of experiences for visitors. Ambassa, Entry Point of Bardiya National Park is a well-known location, located at G86G+924, naeulaapaura 21800, naepaala. It offers a variety of experiences for visitors. Ambassa, Entry Point of Bardiya National Park is a well-known location, located at G86G+924, naeulaapaura 21800, naepaala. It offers a variety of experiences for visitors. Ambassa, Entry Point of Bardiya National Park is a well-known location, located at G86G+924, naeulaapaura 21800, naepaala. It offers a variety of experiences for visitors. It is a place at East West highway with access road to Thakurdwara and Bardiya National Park. It's so fantastic"
129,Ambedkar park,"Ambedkar park is a well-known location, located at VRRC+G54, auraahaii 45700, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
