id,name,description,address,latitude,longitude,location,types
1042,Dhalachhen,"Dhalachhen is a small, picturesque village located in the Indian state of Sikkim. Nestled amidst the lush green mountains, it is known for its traditional Bhutia architecture, with houses adorned with ornate woodwork and colorful Buddhist paintings. The village holds significant cultural and religious importance as it is home to the ancient and revered Enchey Monastery, a key monastery of the Nyingma sect of Buddhism, which attracts devotees and tourists alike.","M89H+JMJ, Tyagal - Lalitpur Rd, Lalitpur 44600, Nepal",27.6690774,85.3291483,Tyagal - Lalitpur Rd,mountain
1043,Dhalkebar Mashiha Church,"Dhalkebar Mashiha Church is a significant religious site located in Dhalkebar, Nepal. This church is known for its beautiful architectural design, blending modern elements with traditional Christian motifs. As a key spiritual center for the local Christian community, it plays a crucial role in fostering faith, spiritual growth, and communal solidarity. The church's commitment to social services and outreach programs further emphasizes its importance in the region.","WXH7+X5X, mahaenadara raajamaaraga, maithailaa 45600, naepaala",26.9299781,85.9629835,mahaenadara raajamaaraga,church
1044,Dhalpuro temple dhalapaurao manadaira Mangal,"Dhalpuro Temple, located in Dhalapaurao, Maharashtra, India, is a significant religious site dedicated to Lord Shiva. The temple is known for its unique architectural style, featuring a central lingam surrounded by a yoni, which is itself placed on a platform. The temple's significance lies in its association with the Maratha Empire and the local folklore, which attributes the temple's construction to the legendary saint Mangal Mauli. The temple is a popular pilgrimage site and is believed to grant wishes to devotees who offer prayers with sincerity and devotion.","01, hapkot, naepaala",29.2624364,81.6079413,hapkot,temple
1045,"Dhamena village, Bajhang","Dhamena village is a remote and picturesque settlement located in the Bajhang district of Nepal. Surrounded by the majestic Himalayas, this village is known for its traditional mud-and-stone houses and warm, hospitable locals. Despite its challenging terrain and limited resources, Dhamena village is rich in cultural heritage, with many ancient temples and monasteries that attract devotees and tourists alike. The village's significance lies in its preservation of centuries-old traditions and practices, providing a unique insight into the rural life and cultural diversity of Nepal's western region.","J756+PPQ, Talkot 10500, naepaala",29.6093367,81.2618517,Talkot,temple
1046,Dhami house √¢‚Äû¬¢,"Dhami House is a traditional Indian-style residence that showcases the rich architectural heritage of the region. Its key features include intricately carved wooden balconies, sloping roofs adorned with terracotta tiles, and expansive courtyards that highlight the region's love for open spaces. The house's significance lies in its ability to blend modern amenities with age-old traditions, creating a harmonious living environment that respects and preserves cultural heritage while providing contemporary comforts.","P776+CR7, naagaarajauna 44600, naepaala",27.7134983,85.2620607,naagaarajauna,fort
1047,Dhamili Prayer Hill,"Dhamili Prayer Hill, nestled in the serene landscapes of Nepal, is a sacred site renowned for its captivating beauty and spiritual significance. This hill is home to a large statue of Lord Shiva, attracting devotees and tourists alike to seek blessings and immerse in tranquility. The hill's natural splendor, coupled with the spiritual aura, makes it an ideal location for meditation and self-reflection, offering a unique blend of natural and divine experiences that resonate deeply with visitors.","JM9M+JJ, paipalae 44200, naepaala",27.6190057,84.6841159,paipalae,mountain
1048,Dhamini Temple,"Dhamini Temple is a prominent Jain shrine located in Kumbhoj, Maharashtra, India. Known for its striking architecture, the temple features intricate carvings and sculptures that depict various aspects of Jainism. The temple is dedicated to Dhamini, the yakshi (female deity) associated with the 15th Tirthankara, Shantinath. Its significance lies in being a major pilgrimage site for Jains, showcasing remarkable craftsmanship, and promoting Jain spiritual teachings.","Q8VH+JQ3, gaolabajaara 56500, naepaala",26.7940209,86.3294362,gaolabajaara,temple
1049,Dhanadi kabrastan,"Dhanadi Kabrastan is a significant Muslim cemetery located in Mumbai, India. It is known for its historical importance and architectural beauty, featuring a blend of traditional Islamic and Indo-Saracenic styles. The cemetery is the final resting place for many notable Muslim figures, including politicians, intellectuals, and artists, making it a vital cultural and religious landmark in the city.","W9G6+XX, gamaharaiiyaa 44500, naepaala",26.9274899,85.3624294,gamaharaiiyaa,historical_site
1050,Dhancauri Forest,"Dhancauri Forest is a significant and biologically diverse region located in the Terai belt of Nepal. It spans over 3,000 hectares and is home to numerous endangered species, including tigers, elephants, and one-horned rhinoceroses. The forest also plays a crucial role in maintaining the ecological balance by preserving the natural habitat and providing a vital source of water for the surrounding communities.","PJ8H+WC, dhanagadhaii 10900, naepaala",28.7173552,80.6286095,dhanagadhaii,forest
1051,Dhandre Khola,"Dhandre Khola is a significant river that flows through the hilly regions of Nepal, originating from the Melung Rural Municipality in the Rolpa District. This perennial river is known for its crystal-clear water, scenic beauty, and the essential role it plays in the local ecology and economy. Dhandre Khola supports agricultural activities, hydroelectric power generation, and serves as a vital water resource for the communities residing along its banks. Its lush green surrounding, diverse aquatic life, and the thrilling white water rapids make it an attractive destination for adventure tourism as well.","JMPJ+4X, paaँchakhaala, naepaala",27.6352902,85.6824173,paaँchakhaala,river
1052,Dhangadhi Chowk,"Dhangadhi Chowk is a significant public square located in Dhangadhi, the largest city in Sudurpashchim Province, Nepal. It serves as a hub for social, commercial, and cultural activities, featuring various shops, eateries, and public facilities. The chowk is particularly notable for its vibrant atmosphere, hosting various events, festivals, and gatherings, making it an essential part of the city's identity and a symbol of local unity and diversity.","MJX2+RG4, dhanagadhaii 10900, naepaala",28.6995803,80.6015185,dhanagadhaii,historical_site
1053,Dhangadhi Park,"Dhangadhi Park, located in Dhangadhi, Nepal, is a significant recreational hub and green space for the local community. This urban park spans over 35 bighas of land, offering a variety of amenities including playgrounds, walking paths, and a beautiful lake. It is a vital lung space in the city, providing residents with an opportunity to connect with nature, engage in physical activities, and host various cultural events. The park's lush greenery, serene ambiance, and well-maintained facilities make it a cherished destination for relaxation and leisure.","Dhangadhi Park, dhanagadhaii 10900, naepaala",28.7064179,80.5860244,dhanagadhaii,park
1054,Dhangri,"Dhangri is a small picturesque village located in the Kishtwar district of Jammu and Kashmir, India. It is renowned for its unique wooden houses, decorated with intricate carvings, reflecting the distinctive local culture and craftsmanship. The village is also known for the ancient Dhangri Shiva Temple, an important pilgrimage site for Hindus, which adds to its historical and religious significance.","VGX3+5PH, Padani 2, paokharaathaoka 32500, naepaala",27.8979456,83.5043545,Padani,temple
