id,name,description,Description_Length
5938,"raapataii nagarapaalaikaa, nagara kaarayapaalaikaakao kaarayaalaya","raapataii nagarapaalaikaa, nagara kaarayapaalaikaakao kaarayaalaya is a well-known location, located at JJ3W+Q4R, bhanadaaraa 44200, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",231
2431,Mahankal Dada Gajaram Parbat Hikking Trail Start Point,"A starting point for the Mahankal Dada Gajaram Parbat hiking trail, which leads to scenic views of the surrounding landscape. The trail is popular among trekkers and nature lovers who want to explore the natural beauty of the area.",231
5252,janamaaitaraii paaraka (paepasaiikaolaa taauna palaana),"janamaaitaraii paaraka (paepasaiikaolaa taauna palaana) is a well-known location, located at gaauraiipautara maaraga, kaathamaadaauà¤ 44600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",231
6159,shaakayamaunai baudadha parataimauuratai,"shaakayamaunai baudadha parataimauuratai is a well-known location, located at M8GF+J38, Nyakhachowk - Tapahiti Galli, lalaitapaura 44600, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",231
5150,halauwaagadha kaalaii khaolaa saimasaara parayaaparayatana baikaasa,"halauwaagadha kaalaii khaolaa saimasaara parayaaparayatana baikaasa is a well-known location, located at PXQP+R75, khaudaunaabaaraii 57300, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",231
4930,daewaii manadaira,"daewaii manadaira is a well-known location, located at 75Q4+WF4 badaigaada gaauà¤paalaikaa à¥¯ khaharae saaurapaanaii, haila 33300, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",230
4976,daupaahtawaah paukhausai phalachaa ( Phukhusi Phalcha ),"daupaahtawaah paukhausai phalachaa ( Phukhusi Phalcha ) is a well-known location, located at Lalitpur 44600, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors.",230
4249,The Unique Handicraft anaupama hasatakalaa,"The Unique Handicraft anaupama hasatakalaa is a well-known location, located at Kwalakhu Rd, Lalitpur 44700, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors.",230
5534,"maathailalao daungagaeshawara bajaara, daailaekha","maathailalao daungagaeshawara bajaara, daailaekha is a well-known location, located at Duneshwor khola bridge, daailaekha sadaka, 21600, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",230
1617,Historical Meeting Spot of Risedi Kot,"A historical site where important events or meetings took place, possibly related to regional governance, battles, or social gatherings. Risedi Kot could be an ancient fort or public space with cultural and political significance.",230
3008,Om Park,"Om Park, located in Bara District, Nepal, is a notable recreational area offering a variety of experiences for visitors. Situated at RR5M+5MP, barabise 45308, Nepal, the park is known for its serene environment and natural beauty.",230
1884,"Jugal Rural Municipality, Office of the Municipal Executive","Jugal Rural Municipality, Office of the Municipal Executive is a well-known location, located at RQQF+VJV, Unnamed Road, jalabairae 45308, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",230
2435,Mahashila (Meldhunga),"A scenic area known as Mahashila, located near Meldhunga, offering stunning views of the surrounding hills and valleys. It is a peaceful spot for hiking, nature walks, and outdoor activities, attracting nature lovers and trekkers.",230
4665,bainadawaasainaii paaraka khaairahanaii chaitawana,"bainadawaasainaii paaraka khaairahanaii chaitawana is a well-known location, located at JHG6+V3P, Jyamire-Chainpur Rd, khaairahaanaii 44204, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",230
3774,Shiva Temple (Baudhaimai City),"Shiva Temple (Baudhaimai City) is a well-known location, located at V6XM+V2C, Ajay Kushwaha Road, Baudhimai Municipality, inarauwaa, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",230
5029,ekawaa waatara paaraka laumabainaii,"ekawaa waatara paaraka laumabainaii is a well-known location, located at Lumbini Aqwa Park and Resort, saidadhaarathanagara 32900, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",230
5802,palaanyachaoka bhagawataii manadaira,"palaanyachaoka bhagawataii manadaira is a well-known location, located at palaanachaoka bhagawataii maaraga, paaà¤chakhaala 45212, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",229
4669,baishanau dawaara,"baishanau dawaara is a well-known location, located at Q9X4+585, Shivapuri Nagarjun National Park Hiking Trail, baudhaanaiilakanatha 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",229
1887,"Jugeshwarpur, Tree Place","park, point_of_interest, establishment Jugeshwarpur Tree Place is a peaceful location in Dhanusadham, known for its beautiful trees and tranquil environment. It is a great spot for nature lovers and those seeking a quiet retreat.",229
6464,à¥ shaiwa manadaira (Shiv Temple ),"à¥ shaiwa manadaira (Shiv Temple ) is a well-known location, located at W33F+8VM Birendra Bazar, ganaeshamaana chaaranaatha 45600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",229
4542,aathawaisakaota nagarapaalaikaa raukauma pashachaima,"aathawaisakaota nagarapaalaikaa raukauma pashachaima is a well-known location, located at Q9Q2+5RQ Municipality, aathabaisakaota 22000, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",229
704,Buddhijibi Chowk,"Buddhijibi Chowk is a notable landmark situated at JRW3+H24, Janakpur-Jaleshwor Road, Jaleshwor 45700, Nepal. This monument serves as a central point in the region, reflecting the cultural and historical significance of the area.",229
4211,Thapa Daiko Picnic Spot,"Thapa Daiko Picnic Spot is a well-known location, located at JMMC+GJ4 Pachkhal, palaanachaoka bhagawataii maaraga, paaà¤chakhaala 45212, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",229
3365,Ramailo Dada (Aakash Memorial),"Ramailo Dada, also known as Aakash Memorial, is a scenic hilltop located in Bhojpur, Nepal. This picturesque spot offers panoramic views of the surrounding landscapes, making it a popular destination for both locals and visitors.",229
1569,"Hattigade, Sundarbazar-3 Lamjung","A rural area or locality within Lamjung District, known for its village life, agriculture, and natural surroundings. Hattigade is an off-the-beaten-path destination for tourists interested in rural experiences and natural beauty.",229
4709,"baradaiyaa raashataraiya naikaunyajakao parawaeshadawaara, thaakauradawaaraa","baradaiyaa raashataraiya naikaunyajakao parawaeshadawaara, thaakauradawaaraa is a well-known location, located at F62V+V72, 21800, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",229
6245,sharaii saidadhaibainaayaka sapanatairatha manadaira,"sharaii saidadhaibainaayaka sapanatairatha manadaira is a well-known location, located at taokhaa sadaka 2, kaathamaadaauà¤ 44600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",229
4469,Welcome Gate of Arjundhara Municipality,"Welcome Gate of Arjundhara Municipality is a well-known location, located at MX3V+FQC, shanaishacharae raoda, bairataamaoda 57204, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",229
4343,Trekking and Mountaineering Services (TAMS) Nepal Pvt. Ltd.,"Trekking and Mountaineering Services (TAMS) Nepal Pvt. Ltd. is a well-known location, located at Gatthaghar Marg Madhyapur Thimi- 2, 44800, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",229
4066,"Sunni Masjid, Islampur Ù…Ø³Ø¬Ø¯","Sunni Masjid, Islampur Ù…Ø³Ø¬Ø¯ is a well-known location, located at VW73+9GG, paragatainagara raamapaura raajamaaraga, raamapaura 32500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",229
4636,baelaasapaura manadaira daailaekha,"baelaasapaura manadaira daailaekha is a well-known location, located at Mandir, Belaspur Mandir, naaraayana nagarapaalaikaa 21600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",228
1842,Jhaukhel pipal boat jhaaaikhaela paipala baaeta,"park, point_of_interest, establishment Jhaukhel Pipal Boat is a unique boating spot near Bhaktapur. Surrounded by Pipal trees, it offers a relaxing place for visitors to enjoy the calm waters and the surrounding green landscape.",228
2448,Mahima Church,"A Christian church that serves as a place of worship, community gathering, and spiritual support for its members. Mahima Church is known for its active congregation and religious programs aimed at fostering faith and fellowship.",228
6221,sharaii jaalapaa daewaii manadaira,"sharaii jaalapaa daewaii manadaira is a well-known location, located at V455+P48, Devighat, Bidur, Nuwakot, Nepal, baidaura 44900, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",228
5578,"mahaashailaa shailaa kashaetara, mahaashailaa parawata à¥¤","mahaashailaa shailaa kashaetara, mahaashailaa parawata à¥¤ is a well-known location, located at 4M3R+MGH, laungakhaudaeuraalaii 33400, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",228
2449,Mahisotha,"A scenic area or location in Nepal, known for its natural beauty and tranquil environment. Mahisotha is often visited by nature lovers and outdoor enthusiasts who enjoy hiking, walking, or simply relaxing in the midst of nature.",228
5643,matha manadaira (pauraanao bajaara) waisharaamapaura raautahata,"matha manadaira (pauraanao bajaara) waisharaamapaura raautahata is a well-known location, located at Municipality, Bishrampur -02, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",228
6202,shaiwashakatai chanadaramaaulaeshawara dhaama,"shaiwashakatai chanadaramaaulaeshawara dhaama is a well-known location, located at J5F3+Q24, Unnamed Road, lamakaii chauhaa 10901, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",228
4548,adawaitaiiya maachhaa anai paradaayaka kaenadara,"adawaitaiiya maachhaa anai paradaayaka kaenadara is a well-known location, located at GF52+Q76, Daya Path, saidadhaarathanagara 32900, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",228
6177,shahaiida maemaoraiyala yauwaa kalaba(Shahid Memorial Youth club),"shahaiida maemaoraiyala yauwaa kalaba(Shahid Memorial Youth club) is a well-known location, located at GF9M+PM3, paachhaawaanga 22100, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",228
5948,raashataraiya wanasapatai udayaana,"raashataraiya wanasapatai udayaana is a well-known location, located at H9WJ+X5W, Satdobato-Godavari Rd, gaodaawaraii 44709, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",228
3623,Sansaarkot Vault,"park, point_of_interest, establishment Sansaarkot Vault in Baglung is a historic site offering scenic views of the surrounding area. The vault serves as a cultural landmark and is an important site for locals and tourists alike.",228
6189,shaiwa manadaira,"shaiwa manadaira is a well-known location, located at 75R5+83M badaigaada gaauà¤paalaikaa à¥¯ khaharae baasapaataa, haila 33300, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",227
2824,Nawa Shanti AG Church,"Nawa Shanti AG Church is a well-known location, located at 69HG+9MJ, daumarae-baesaishahara-chaamae raajamaaraga, waesaiishahara 33600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",227
3788,Shivalaye tample G.M2 batuwa pipalpari,"Shivalaye tample G.M2 batuwa pipalpari is a well-known location, located at WMM2+8P7, Syangja Mirmi Sadak, jagataradaewaii 33800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",227
5719,naishaana bhagawataii manadaira,"naishaana bhagawataii manadaira is a well-known location, located at X8GV+49Q, Hulak Tole & Thadobazar Street, dhanakautaa 56800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",227
